year	numdeaths
1982	488
1983	539
1984	551
1985	524
1986	566
1987	576
1988	621
1989	618
1990	650
1991	702
1992	668
1993	699
1994	729
1995	746
1996	743
1997	739
1998	771
1999	800
2000	768
2001	845
2002	835
2003	798
2004	851
2005	853
2006	859
2007	885
2008	830
2009	920
2010	920
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
