year	numdeaths
1982	430
1983	441
1984	425
1985	450
1986	525
1987	507
1988	578
1989	624
1990	623
1991	645
1992	674
1993	717
1994	780
1995	721
1996	698
1997	816
1998	753
1999	787
2000	855
2001	786
2002	825
2003	810
2004	757
2005	730
2006	778
2007	751
2008	786
2009	727
2010	783
2011	757
2012	760
2013	759
2014	757
2015	757
2016	758
2017	754
2018	755
2019	753
2020	750
