year	numdeaths
1982	3617
1983	3758
1984	3738
1985	3969
1986	4059
1987	4155
1988	4112
1989	4127
1990	4098
1991	4162
1992	4233
1993	4398
1994	4587
1995	4468
1996	4560
1997	4630
1998	4599
1999	4527
2000	4661
2001	4687
2002	4538
2003	4373
2004	4070
2005	4165
2006	3813
2007	4119
2008	3981
2009	4028
2010	3968
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
