year	numdeaths
1982	2401
1983	2412
1984	2553
1985	2712
1986	2795
1987	2788
1988	2735
1989	2868
1990	2873
1991	3145
1992	3189
1993	3204
1994	3306
1995	3344
1996	3426
1997	3546
1998	3616
1999	3848
2000	3863
2001	4110
2002	3951
2003	3992
2004	4178
2005	4211
2006	4384
2007	4604
2008	4615
2009	4593
2010	4770
2011	4379
2012	4273
2013	4167
2014	4060
2015	3900
2016	3801
2017	3741
2018	3688
2019	3534
2020	3482
