year	numdeaths
1982	3444
1983	3418
1984	3600
1985	3801
1986	3862
1987	3905
1988	3843
1989	4035
1990	4071
1991	4436
1992	4548
1993	4532
1994	4752
1995	4774
1996	4869
1997	5040
1998	5099
1999	5420
2000	5458
2001	5806
2002	5617
2003	5725
2004	5844
2005	5931
2006	6211
2007	6482
2008	6418
2009	6366
2010	6602
2011	5970
2012	5796
2013	5635
2014	5470
2015	5210
2016	5063
2017	4991
2018	4943
2019	4705
2020	4677
