year	numdeaths
1982	1794
1983	1973
1984	2052
1985	2281
1986	2304
1987	2676
1988	2813
1989	2612
1990	2666
1991	2775
1992	2980
1993	3050
1994	3113
1995	3316
1996	3473
1997	3743
1998	3506
1999	3650
2000	3808
2001	3884
2002	4231
2003	4019
2004	4258
2005	4680
2006	4304
2007	4385
2008	4581
2009	4692
2010	4705
2011	4400
2012	4318
2013	4228
2014	4135
2015	4011
2016	3922
2017	3853
2018	3783
2019	3641
2020	3546
