year	numdeaths
1982	296
1983	327
1984	337
1985	319
1986	335
1987	345
1988	358
1989	372
1990	399
1991	390
1992	385
1993	382
1994	441
1995	425
1996	437
1997	436
1998	450
1999	486
2000	469
2001	502
2002	513
2003	492
2004	497
2005	510
2006	531
2007	563
2008	518
2009	574
2010	568
2011	532
2012	533
2013	532
2014	531
2015	530
2016	529
2017	527
2018	523
2019	520
2020	512
