year	numdeaths
1982	320
1983	313
1984	350
1985	331
1986	388
1987	346
1988	355
1989	385
1990	409
1991	441
1992	491
1993	475
1994	539
1995	511
1996	549
1997	567
1998	562
1999	571
2000	586
2001	611
2002	641
2003	635
2004	673
2005	682
2006	629
2007	702
2008	699
2009	744
2010	706
2011	690
2012	690
2013	688
2014	687
2015	684
2016	682
2017	679
2018	674
2019	670
2020	662
