year	numdeaths
1982	3534
1983	3780
1984	4049
1985	4500
1986	4706
1987	5542
1988	6005
1989	5725
1990	5796
1991	5960
1992	6562
1993	6765
1994	6939
1995	7464
1996	7828
1997	8434
1998	7979
1999	8370
2000	8692
2001	8965
2002	9828
2003	9584
2004	9840
2005	10801
2006	10380
2007	10390
2008	11068
2009	11263
2010	11404
