year	numdeaths
1982	22
1983	15
1984	33
1985	27
1986	21
1987	33
1988	33
1989	24
1990	31
1991	35
1992	35
1993	37
1994	34
1995	38
1996	45
1997	33
1998	33
1999	39
2000	33
2001	33
2002	41
2003	35
2004	41
2005	46
2006	37
2007	40
2008	38
2009	40
2010	34
2011	37
2012	38
2013	39
2014	39
2015	40
2016	40
2017	41
2018	41
2019	41
2020	42
