year	numdeaths
1982	403
1983	458
1984	454
1985	459
1986	486
1987	479
1988	523
1989	536
1990	561
1991	547
1992	605
1993	588
1994	640
1995	631
1996	660
1997	685
1998	689
1999	784
2000	789
2001	824
2002	817
2003	847
2004	798
2005	862
2006	829
2007	861
2008	879
2009	916
2010	875
