year	numdeaths
1982	22
1983	15
1984	17
1985	24
1986	30
1987	29
1988	31
1989	40
1990	34
1991	47
1992	39
1993	51
1994	47
1995	59
1996	53
1997	75
1998	61
1999	76
2000	77
2001	107
2002	108
2003	113
2004	93
2005	113
2006	103
2007	109
2008	116
2009	129
2010	124
2011	119
2012	117
2013	115
2014	113
2015	110
2016	109
2017	107
2018	106
2019	104
2020	102
