year	numdeaths
1982	560
1983	577
1984	676
1985	682
1986	634
1987	671
1988	645
1989	692
1990	709
1991	717
1992	745
1993	701
1994	699
1995	681
1996	757
1997	664
1998	678
1999	679
2000	683
2001	741
2002	700
2003	668
2004	661
2005	680
2006	647
2007	668
2008	692
2009	735
2010	767
2011	707
2012	710
2013	709
2014	708
2015	706
2016	705
2017	703
2018	698
2019	694
2020	685
