year	numdeaths
1982	757
1983	759
1984	802
1985	803
1986	818
1987	932
1988	926
1989	1002
1990	1014
1991	1124
1992	1186
1993	1182
1994	1268
1995	1364
1996	1393
1997	1436
1998	1469
1999	1529
2000	1618
2001	1585
2002	1688
2003	1679
2004	1697
2005	1859
2006	1745
2007	1861
2008	1855
2009	1919
2010	1919
2011	1802
2012	1772
2013	1738
2014	1703
2015	1658
2016	1624
2017	1597
2018	1567
2019	1512
2020	1468
