year	numdeaths
1982	492
1983	489
1984	515
1985	529
1986	587
1987	576
1988	560
1989	550
1990	586
1991	598
1992	668
1993	602
1994	664
1995	688
1996	696
1997	686
1998	678
1999	724
2000	755
2001	778
2002	822
2003	775
2004	806
2005	829
2006	796
2007	901
2008	887
2009	939
2010	988
2011	902
2012	899
2013	893
2014	890
2015	881
2016	877
2017	873
2018	867
2019	865
2020	858
