year	numdeaths
1982	156
1983	146
1984	166
1985	202
1986	225
1987	203
1988	277
1989	269
1990	291
1991	307
1992	326
1993	369
1994	420
1995	393
1996	415
1997	468
1998	473
1999	476
2000	480
2001	574
2002	563
2003	653
2004	604
2005	613
2006	589
2007	674
2008	664
2009	672
2010	667
