year	numdeaths
1982	199
1983	196
1984	198
1985	221
1986	209
1987	209
1988	226
1989	238
1990	223
1991	242
1992	258
1993	265
1994	242
1995	282
1996	266
1997	283
1998	278
1999	286
2000	304
2001	288
2002	333
2003	341
2004	339
2005	318
2006	365
2007	399
2008	415
2009	410
2010	445
2011	411
2012	412
2013	411
2014	411
2015	409
2016	408
2017	407
2018	404
2019	402
2020	397
