year	numdeaths
1982	79
1983	49
1984	65
1985	58
1986	72
1987	61
1988	66
1989	66
1990	40
1991	47
1992	41
1993	59
1994	45
1995	25
1996	39
1997	48
1998	32
1999	32
2000	37
2001	21
2002	42
2003	34
2004	45
2005	34
2006	31
2007	47
2008	27
2009	31
2010	43
2011	43
2012	44
2013	45
2014	46
2015	47
2016	49
2017	50
2018	51
2019	52
2020	54
