year	numdeaths
1982	123
1983	93
1984	117
1985	104
1986	107
1987	102
1988	107
1989	111
1990	72
1991	85
1992	81
1993	83
1994	73
1995	56
1996	72
1997	76
1998	52
1999	55
2000	68
2001	48
2002	73
2003	67
2004	71
2005	65
2006	52
2007	71
2008	58
2009	60
2010	84
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
