year	numdeaths
1982	3602
1983	3728
1984	3867
1985	4152
1986	4302
1987	4561
1988	4762
1989	5311
1990	6131
1991	6753
1992	7924
1993	11178
1994	13080
1995	12397
1996	10339
1997	10012
1998	10121
1999	10627
2000	10942
2001	11467
2002	12251
2003	13867
2004	16035
2005	16801
2006	17725
2007	19593
2008	20894
2009	21808
2010	19819
2011	20110
2012	20150
2013	20092
2014	20075
2015	19993
2016	19939
2017	19863
2018	19726
2019	19651
2020	19440
