year	numdeaths
1982	259
1983	280
1984	351
1985	357
1986	368
1987	373
1988	412
1989	431
1990	459
1991	506
1992	571
1993	556
1994	544
1995	583
1996	592
1997	630
1998	676
1999	703
2000	749
2001	766
2002	790
2003	741
2004	834
2005	784
2006	907
2007	880
2008	920
2009	990
2010	1002
2011	924
2012	905
2013	885
2014	866
2015	837
2016	819
2017	807
2018	796
2019	768
2020	755
