year	numdeaths
1982	1396
1983	1438
1984	1418
1985	1515
1986	1570
1987	1598
1988	1535
1989	1553
1990	1530
1991	1501
1992	1548
1993	1607
1994	1711
1995	1636
1996	1700
1997	1658
1998	1652
1999	1565
2000	1649
2001	1590
2002	1612
2003	1441
2004	1342
2005	1262
2006	1140
2007	1264
2008	1192
2009	1121
2010	1002
2011	1128
2012	1148
2013	1186
2014	1226
2015	1251
2016	1271
2017	1302
2018	1316
2019	1340
2020	1364
