year	numdeaths
1982	57
1983	62
1984	75
1985	49
1986	59
1987	54
1988	52
1989	65
1990	56
1991	66
1992	87
1993	104
1994	97
1995	113
1996	115
1997	110
1998	116
1999	113
2000	118
2001	123
2002	137
2003	132
2004	109
2005	132
2006	137
2007	144
2008	141
2009	149
2010	143
2011	139
2012	139
2013	138
2014	138
2015	137
2016	137
2017	136
2018	135
2019	133
2020	130
