year	numdeaths
1982	942
1983	932
1984	1007
1985	1021
1986	1077
1987	1074
1988	1071
1989	1038
1990	1085
1991	1172
1992	1241
1993	1245
1994	1358
1995	1351
1996	1315
1997	1388
1998	1408
1999	1444
2000	1586
2001	1543
2002	1668
2003	1706
2004	1816
2005	1844
2006	1872
2007	1953
2008	2020
2009	2158
2010	2255
2011	2106
2012	2093
2013	2073
2014	2056
2015	2036
2016	2019
2017	2003
2018	1982
2019	1952
2020	1910
