year	numdeaths
1982	185
1983	225
1984	211
1985	224
1986	212
1987	243
1988	244
1989	276
1990	278
1991	297
1992	332
1993	354
1994	358
1995	387
1996	397
1997	454
1998	425
1999	449
2000	513
2001	538
2002	549
2003	604
2004	568
2005	600
2006	713
2007	743
2008	786
2009	892
2010	892
2011	824
2012	826
2013	825
2014	824
2015	823
2016	821
2017	818
2018	812
2019	808
2020	797
