year	numdeaths
1982	9
1983	15
1984	9
1985	14
1986	6
1987	9
1988	11
1989	5
1990	10
1991	7
1992	13
1993	4
1994	10
1995	10
1996	9
1997	10
1998	9
1999	12
2000	13
2001	10
2002	12
2003	10
2004	7
2005	10
2006	8
2007	8
2008	10
2009	9
2010	8
2011	9
2012	10
2013	10
2014	10
2015	11
2016	11
2017	11
2018	11
2019	12
2020	12
