year	numdeaths
1982	391
1983	387
1984	408
1985	419
1986	429
1987	406
1988	388
1989	376
1990	396
1991	463
1992	401
1993	469
1994	396
1995	432
1996	407
1997	446
1998	482
1999	499
2000	468
2001	527
2002	540
2003	549
2004	531
2005	581
2006	545
2007	613
2008	639
2009	662
2010	767
2011	698
2012	699
2013	697
2014	695
2015	694
2016	693
2017	691
2018	688
2019	682
2020	672
