year	numdeaths
1982	2713
1983	2796
1984	2777
1985	2952
1986	3055
1987	3145
1988	3086
1989	3138
1990	3067
1991	3067
1992	3189
1993	3289
1994	3538
1995	3365
1996	3546
1997	3522
1998	3394
1999	3323
2000	3436
2001	3328
2002	3201
2003	3012
2004	2790
2005	2675
2006	2427
2007	2583
2008	2436
2009	2336
2010	2113
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
