year	numdeaths
1982	132
1983	151
1984	153
1985	135
1986	147
1987	166
1988	158
1989	220
1990	208
1991	200
1992	286
1993	270
1994	261
1995	254
1996	244
1997	233
1998	242
1999	270
2000	241
2001	264
2002	278
2003	258
2004	252
2005	280
2006	273
2007	316
2008	262
2009	319
2010	301
2011	290
2012	292
2013	291
2014	291
2015	291
2016	290
2017	289
2018	288
2019	287
2020	284
