year	numdeaths
1982	1026
1983	1075
1984	1065
1985	1110
1986	1041
1987	1063
1988	1177
1989	1170
1990	1322
1991	1326
1992	1369
1993	1334
1994	1266
1995	1462
1996	1382
1997	1409
1998	1459
1999	1387
2000	1462
2001	1434
2002	1541
2003	1521
2004	1402
2005	1367
2006	1358
2007	1344
2008	1265
2009	1310
2010	1328
2011	1354
2012	1365
2013	1370
2014	1375
2015	1375
2016	1378
2017	1380
2018	1380
2019	1382
2020	1375
