year	numdeaths
1982	23
1983	19
1984	22
1985	20
1986	35
1987	26
1988	26
1989	26
1990	22
1991	38
1992	24
1993	28
1994	36
1995	23
1996	30
1997	35
1998	13
1999	34
2000	36
2001	25
2002	38
2003	27
2004	27
2005	24
2006	18
2007	24
2008	33
2009	22
2010	35
2011	31
2012	31
2013	31
2014	31
2015	32
2016	32
2017	32
2018	33
2019	33
2020	33
