year	numdeaths
1982	65
1983	65
1984	48
1985	53
1986	57
1987	73
1988	65
1989	70
1990	60
1991	72
1992	66
1993	53
1994	65
1995	74
1996	61
1997	68
1998	56
1999	76
2000	68
2001	56
2002	66
2003	61
2004	69
2005	61
2006	54
2007	58
2008	80
2009	63
2010	84
2011	74
2012	73
2013	72
2014	72
2015	70
2016	70
2017	70
2018	70
2019	69
2020	69
