year	numdeaths
1982	532
1983	565
1984	562
1985	603
1986	592
1987	670
1988	662
1989	699
1990	744
1991	781
1992	858
1993	763
1994	831
1995	886
1996	907
1997	970
1998	959
1999	930
2000	954
2001	894
2002	951
2003	924
2004	945
2005	963
2006	943
2007	1003
2008	1035
2009	1013
2010	1104
2011	1006
2012	984
2013	963
2014	943
2015	911
2016	893
2017	883
2018	873
2019	847
2020	838
