year	numdeaths
1982	5364
1983	5406
1984	5754
1985	5964
1986	6135
1987	6740
1988	6783
1989	7237
1990	7498
1991	8095
1992	8056
1993	8843
1994	9819
1995	10117
1996	9828
1997	10268
1998	10834
1999	10739
2000	11473
2001	11917
2002	12169
2003	11962
2004	12308
2005	12354
2006	12782
2007	12736
2008	13710
2009	13854
2010	14308
