year	numdeaths
1982	192
1983	212
1984	214
1985	205
1986	231
1987	231
1988	263
1989	246
1990	251
1991	312
1992	283
1993	317
1994	288
1995	321
1996	306
1997	303
1998	321
1999	314
2000	299
2001	343
2002	322
2003	306
2004	354
2005	343
2006	328
2007	322
2008	312
2009	346
2010	352
2011	328
2012	328
2013	327
2014	325
2015	324
2016	322
2017	321
2018	319
2019	314
2020	307
