year	numdeaths
1982	513
1983	575
1984	553
1985	598
1986	575
1987	604
1988	638
1989	613
1990	635
1991	632
1992	643
1993	640
1994	653
1995	671
1996	607
1997	662
1998	723
1999	705
2000	757
2001	832
2002	797
2003	812
2004	749
2005	909
2006	841
2007	923
2008	906
2009	1030
2010	1088
2011	987
2012	990
2013	989
2014	988
2015	987
2016	985
2017	982
2018	978
2019	973
2020	965
