year	numdeaths
1982	2473
1983	2570
1984	2570
1985	2661
1986	2608
1987	2844
1988	2870
1989	3038
1990	3028
1991	3144
1992	3479
1993	3251
1994	3216
1995	3362
1996	3424
1997	3578
1998	3604
1999	3378
2000	3443
2001	3375
2002	3515
2003	3512
2004	3429
2005	3552
2006	3693
2007	3777
2008	3744
2009	3902
2010	4134
