year	numdeaths
1982	209
1983	245
1984	253
1985	232
1986	266
1987	262
1988	294
1989	300
1990	303
1991	315
1992	341
1993	324
1994	355
1995	335
1996	353
1997	372
1998	378
1999	420
2000	455
2001	463
2002	470
2003	478
2004	426
2005	487
2006	459
2007	509
2008	483
2009	529
2010	477
2011	475
2012	475
2013	472
2014	472
2015	467
2016	466
2017	465
2018	463
2019	463
2020	461
