year	numdeaths
1982	2129
1983	2293
1984	2417
1985	2680
1986	2684
1987	2735
1988	2758
1989	2980
1990	2946
1991	3238
1992	3161
1993	3287
1994	3389
1995	3495
1996	3679
1997	3719
1998	3690
1999	3831
2000	4188
2001	4253
2002	4212
2003	4192
2004	4389
2005	4422
2006	4592
2007	4750
2008	4892
2009	4874
2010	5088
2011	4703
2012	4685
2013	4651
2014	4629
2015	4586
2016	4560
2017	4531
2018	4493
2019	4465
2020	4414
