year	numdeaths
1982	363
1983	391
1984	406
1985	389
1986	390
1987	417
1988	445
1989	474
1990	464
1991	496
1992	490
1993	508
1994	495
1995	481
1996	495
1997	502
1998	502
1999	515
2000	555
2001	558
2002	623
2003	594
2004	566
2005	615
2006	600
2007	581
2008	646
2009	663
2010	693
2011	621
2012	604
2013	588
2014	573
2015	548
2016	535
2017	530
2018	526
2019	506
2020	505
