year	numdeaths
1982	497
1983	505
1984	562
1985	573
1986	602
1987	653
1988	590
1989	670
1990	657
1991	666
1992	719
1993	723
1994	690
1995	757
1996	822
1997	830
1998	805
1999	840
2000	877
2001	865
2002	882
2003	940
2004	985
2005	1062
2006	1026
2007	1034
2008	1074
2009	1079
2010	1204
2011	1107
2012	1108
2013	1105
2014	1101
2015	1100
2016	1097
2017	1093
2018	1087
2019	1076
2020	1056
