year	numdeaths
1982	35
1983	31
1984	31
1985	38
1986	33
1987	24
1988	33
1989	41
1990	49
1991	32
1992	40
1993	31
1994	39
1995	36
1996	38
1997	32
1998	45
1999	44
2000	37
2001	37
2002	38
2003	42
2004	36
2005	44
2006	42
2007	39
2008	42
2009	43
2010	43
2011	41
2012	40
2013	40
2014	39
2015	38
2016	38
2017	39
2018	39
2019	39
2020	39
