year	numdeaths
1982	428
1983	414
1984	434
1985	497
1986	468
1987	505
1988	502
1989	500
1990	479
1991	483
1992	498
1993	533
1994	509
1995	580
1996	543
1997	556
1998	553
1999	602
2000	570
2001	633
2002	640
2003	594
2004	589
2005	659
2006	619
2007	638
2008	661
2009	709
2010	723
2011	669
2012	671
2013	669
2014	668
2015	666
2016	664
2017	662
2018	657
2019	653
2020	643
