year	numdeaths
1982	587
1983	595
1984	637
1985	560
1986	636
1987	624
1988	602
1989	637
1990	719
1991	710
1992	663
1993	704
1994	730
1995	716
1996	784
1997	729
1998	751
1999	731
2000	780
2001	837
2002	842
2003	781
2004	852
2005	888
2006	811
2007	850
2008	892
2009	858
2010	903
2011	844
2012	843
2013	840
2014	836
2015	834
2016	830
2017	827
2018	820
2019	809
2020	789
