year	numdeaths
1982	376
1983	437
1984	443
1985	439
1986	429
1987	438
1988	484
1989	455
1990	517
1991	502
1992	542
1993	534
1994	556
1995	557
1996	594
1997	581
1998	569
1999	587
2000	634
2001	631
2002	652
2003	638
2004	639
2005	614
2006	622
2007	686
2008	701
2009	691
2010	737
2011	682
2012	684
2013	682
2014	681
2015	679
2016	677
2017	675
2018	670
2019	666
2020	657
