year	numdeaths
1982	224
1983	188
1984	219
1985	249
1986	225
1987	230
1988	230
1989	243
1990	255
1991	254
1992	267
1993	264
1994	275
1995	233
1996	289
1997	253
1998	319
1999	296
2000	305
2001	302
2002	304
2003	321
2004	339
2005	295
2006	300
2007	316
2008	304
2009	311
2010	318
