year	numdeaths
1982	1370
1983	1397
1984	1441
1985	1557
1986	1645
1987	1770
1988	1883
1989	2025
1990	2079
1991	2142
1992	2337
1993	2539
1994	2613
1995	2564
1996	2642
1997	2449
1998	2570
1999	2513
2000	2666
2001	2718
2002	2820
2003	2837
2004	2794
2005	2952
2006	2971
2007	2988
2008	2961
2009	3136
2010	3224
2011	2958
2012	2968
2013	2965
2014	2961
2015	2957
2016	2950
2017	2942
2018	2923
2019	2906
2020	2872
