year	numdeaths
1982	570
1983	591
1984	689
1985	696
1986	643
1987	686
1988	657
1989	706
1990	717
1991	730
1992	757
1993	713
1994	707
1995	691
1996	762
1997	682
1998	685
1999	688
2000	696
2001	754
2002	714
2003	676
2004	666
2005	688
2006	654
2007	679
2008	702
2009	741
2010	772
2011	712
2012	715
2013	714
2014	713
2015	711
2016	710
2017	708
2018	703
2019	699
2020	690
