year	numdeaths
1982	553
1983	599
1984	549
1985	523
1986	566
1987	594
1988	581
1989	598
1990	602
1991	579
1992	675
1993	588
1994	556
1995	597
1996	577
1997	587
1998	622
1999	566
2000	562
2001	582
2002	542
2003	566
2004	602
2005	590
2006	622
2007	582
2008	585
2009	593
2010	624
