year	numdeaths
1982	176
1983	185
1984	169
1985	184
1986	209
1987	195
1988	192
1989	181
1990	215
1991	206
1992	239
1993	235
1994	242
1995	254
1996	267
1997	244
1998	271
1999	281
2000	250
2001	267
2002	275
2003	272
2004	299
2005	297
2006	324
2007	277
2008	308
2009	318
2010	348
2011	315
2012	314
2013	313
2014	311
2015	310
2016	309
2017	309
2018	308
2019	304
2020	298
