year	numdeaths
1982	134
1983	105
1984	131
1985	153
1986	128
1987	142
1988	158
1989	165
1990	150
1991	156
1992	173
1993	166
1994	183
1995	185
1996	182
1997	185
1998	166
1999	162
2000	154
2001	167
2002	168
2003	155
2004	156
2005	166
2006	138
2007	168
2008	161
2009	157
2010	193
2011	171
2012	172
2013	173
2014	173
2015	173
2016	173
2017	173
2018	172
2019	173
2020	172
