year	numdeaths
1982	593
1983	617
1984	674
1985	722
1986	696
1987	758
1988	787
1989	831
1990	899
1991	932
1992	988
1993	1019
1994	940
1995	1042
1996	1091
1997	1021
1998	1062
1999	1088
2000	1013
2001	968
2002	1099
2003	1126
2004	1209
2005	1113
2006	1205
2007	1091
2008	1138
2009	1095
2010	1103
2011	1084
2012	1083
2013	1080
2014	1074
2015	1074
2016	1073
2017	1068
2018	1067
2019	1057
2020	1044
