year	numdeaths
1982	229
1983	207
1984	226
1985	235
1986	297
1987	308
1988	302
1989	343
1990	356
1991	391
1992	449
1993	501
1994	528
1995	518
1996	572
1997	621
1998	632
1999	707
2000	794
2001	886
2002	904
2003	926
2004	1018
2005	1126
2006	1207
2007	1205
2008	1359
2009	1391
2010	1402
