year	numdeaths
1982	506
1983	545
1984	588
1985	585
1986	653
1987	630
1988	656
1989	642
1990	662
1991	712
1992	741
1993	758
1994	745
1995	806
1996	826
1997	865
1998	910
1999	896
2000	946
2001	925
2002	936
2003	1003
2004	1099
2005	1089
2006	1118
2007	1215
2008	1162
2009	1239
2010	1253
2011	1177
2012	1161
2013	1144
2014	1126
2015	1105
2016	1088
2017	1074
2018	1057
2019	1029
2020	1001
