year	numdeaths
1982	752
1983	757
1984	897
1985	880
1986	851
1987	922
1988	862
1989	921
1990	927
1991	983
1992	964
1993	956
1994	945
1995	907
1996	1011
1997	898
1998	896
1999	939
2000	946
2001	988
2002	948
2003	931
2004	887
2005	902
2006	838
2007	919
2008	947
2009	990
2010	1030
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
