year	numdeaths
1982	1584
1983	1597
1984	1692
1985	1775
1986	1796
1987	2038
1988	2055
1989	2191
1990	2315
1991	2490
1992	2670
1993	2710
1994	2761
1995	2872
1996	3074
1997	3135
1998	3173
1999	3305
2000	3494
2001	3521
2002	3701
2003	3784
2004	3837
2005	3998
2006	3979
2007	4085
2008	4183
2009	4366
2010	4463
