year	numdeaths
1982	129
1983	110
1984	126
1985	153
1986	132
1987	136
1988	135
1989	155
1990	150
1991	146
1992	139
1993	148
1994	158
1995	128
1996	158
1997	138
1998	185
1999	164
2000	170
2001	174
2002	158
2003	179
2004	185
2005	174
2006	163
2007	179
2008	179
2009	170
2010	191
2011	172
2012	171
2013	170
2014	170
2015	168
2016	168
2017	167
2018	166
2019	166
2020	165
