year	numdeaths
1982	46
1983	54
1984	42
1985	51
1986	40
1987	43
1988	51
1989	43
1990	38
1991	33
1992	45
1993	48
1994	41
1995	41
1996	43
1997	38
1998	29
1999	45
2000	50
2001	54
2002	64
2003	44
2004	51
2005	54
2006	66
2007	60
2008	63
2009	80
2010	75
2011	73
2012	73
2013	72
2014	72
2015	72
2016	72
2017	72
2018	71
2019	71
2020	70
