year	numdeaths
1982	527
1983	585
1984	616
1985	677
1986	618
1987	696
1988	786
1989	774
1990	725
1991	796
1992	813
1993	829
1994	875
1995	910
1996	930
1997	945
1998	976
1999	940
2000	971
2001	1040
2002	1005
2003	1130
2004	1088
2005	1176
2006	1156
2007	1117
2008	1206
2009	1176
2010	1197
2011	NA
2012	NA
2013	NA
2014	NA
2015	NA
2016	NA
2017	NA
2018	NA
2019	NA
2020	NA
