year	numdeaths
1982	134
1983	131
1984	149
1985	178
1986	195
1987	174
1988	246
1989	229
1990	257
1991	260
1992	287
1993	318
1994	373
1995	334
1996	362
1997	393
1998	412
1999	400
2000	403
2001	467
2002	455
2003	540
2004	511
2005	500
2006	486
2007	565
2008	548
2009	542
2010	542
2011	523
2012	523
2013	520
2014	519
2015	516
2016	513
2017	511
2018	507
2019	504
2020	498
