year	numdeaths
1982	17
1983	13
1984	17
1985	11
1986	17
1987	20
1988	23
1989	18
1990	16
1991	15
1992	19
1993	15
1994	20
1995	23
1996	21
1997	19
1998	19
1999	21
2000	21
2001	26
2002	17
2003	10
2004	19
2005	19
2006	26
2007	25
2008	14
2009	29
2010	23
2011	24
2012	24
2013	24
2014	24
2015	24
2016	25
2017	25
2018	25
2019	25
2020	25
