year	numdeaths
1982	572
1983	533
1984	579
1985	584
1986	612
1987	640
1988	644
1989	747
1990	764
1991	718
1992	775
1993	793
1994	832
1995	911
1996	930
1997	951
1998	1069
1999	1098
2000	1132
2001	1187
2002	1182
2003	1215
2004	1238
2005	1278
2006	1280
2007	1306
2008	1348
2009	1500
2010	1467
