year	numdeaths
1982	287
1983	317
1984	341
1985	338
1986	298
1987	334
1988	363
1989	359
1990	416
1991	382
1992	416
1993	381
1994	432
1995	400
1996	407
1997	436
1998	441
1999	420
2000	455
2001	433
2002	492
2003	473
2004	444
2005	436
2006	436
2007	468
2008	472
2009	477
2010	513
2011	473
2012	471
2013	468
2014	465
2015	463
2016	460
2017	458
2018	455
2019	447
2020	436
