year	numdeaths
1982	827
1983	838
1984	890
1985	972
1986	978
1987	1106
1988	1129
1989	1189
1990	1301
1991	1366
1992	1484
1993	1528
1994	1493
1995	1508
1996	1681
1997	1699
1998	1704
1999	1776
2000	1876
2001	1936
2002	2013
2003	2105
2004	2140
2005	2139
2006	2234
2007	2224
2008	2328
2009	2446
2010	2545
2011	2353
2012	2353
2013	2343
2014	2338
2015	2325
2016	2317
2017	2306
2018	2289
2019	2278
2020	2251
